permit_type,permit_subtype,permit_street_address,permit_lot_size,contractor,contractor_address,submitted_date,issued_date,inspector
Maintenance,Electrical,054 Julia Stream,0.66 acres,Lawson Group,5562 Deleon Isle Expressway,1573948800,1574467200,Brian Ochoa
Maintenance,Plumbing,13776 Jackson Lakes,0.98 acres,Blair-Williams,2618 Marshall Summit Passage,1574035200,1574553600,Edward Woods
Building,New Construction,516 Davis Neck Apt. 995,0.87 acres,Lucero-Rich,6977 Ward Glens Dale,1574035200,1574899200,Stephanie White
Building,New Construction,1215 Mark Via Apt. 003,0.95 acres,Blair-Williams,2618 Marshall Summit Passage,1574121600,1574985600,Stephanie White
Maintenance,Plumbing,2711 Renee Trail,1.45 acres,Reese Ltd,2506 Johnson Garden Run,1574121600,1574812800,Edward Woods
Building,New Construction,22703 Robbins Well,1.22 acres,Bray Ltd,6147 Amanda Center Pines,1574121600,1574812800,Brian Ochoa
Maintenance,Mechanical,284 Donald Dam,1.16 acres,Lawson Group,5562 Deleon Isle Expressway,1574121600,1574899200,Brian Ochoa
Maintenance,Plumbing,613 Clark Ferry Suite 306,1.4 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1574208000,1575158400,Stephanie White
Maintenance,Mechanical,2513 Jones Knolls Suite 617,1.29 acres,Roth-Garcia,5547 Schroeder Glens Courts,1574208000,1575158400,Stephanie White
Maintenance,Mechanical,57438 Saunders Road,1.92 acres,Blair-Williams,2618 Marshall Summit Passage,1574208000,1574985600,Brian Ochoa
Maintenance,Electrical,68909 Emily Shore Suite 931,0.69 acres,Lucero-Rich,6977 Ward Glens Dale,1574208000,1574640000,Brian Ochoa
Building,New Construction,857 Jason Lodge,1.69 acres,Reese Ltd,2506 Johnson Garden Run,1574208000,1575244800,Stephanie White
Building,New Construction,541 Denise Ridge Suite 429,1.15 acres,Bray Ltd,6147 Amanda Center Pines,1574208000,1574985600,Lauren Ayala
Building,Rennovation,1321 Brenda Groves,1.02 acres,Lucero-Rich,6977 Ward Glens Dale,1574294400,1576368000,Edward Woods
Maintenance,Mechanical,89962 Ramos Greens Suite 413,1.53 acres,Lucero-Rich,6977 Ward Glens Dale,1574294400,1575072000,Edward Woods
Maintenance,Plumbing,038 Scott Mountain,1.11 acres,Lucero-Rich,6977 Ward Glens Dale,1574294400,1574985600,Lauren Ayala
Maintenance,Plumbing,8125 Macdonald Pike Suite 478,1.15 acres,Quinn Inc,7398 Young Meadow Falls,1574380800,1574899200,Brian Ochoa
Maintenance,Electrical,6699 Barton Bridge Apt. 100,0.88 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1574467200,1574985600,Lauren Ayala
Building,Rennovation,2128 Norris Plains,0.94 acres,Quinn Inc,7398 Young Meadow Falls,1574467200,1576108800,Edward Woods
Building,Rennovation,57679 Kevin Wells Apt. 307,1.42 acres,Roth-Garcia,5547 Schroeder Glens Courts,1574467200,1576454400,Lauren Ayala
Maintenance,Electrical,489 Tate Canyon Suite 737,1.83 acres,Quinn Inc,7398 Young Meadow Falls,1574553600,1575590400,Stephanie White
Maintenance,Electrical,6976 Roy Lights,0.64 acres,Mercado and Sons,8410 Katie Heights Flats,1574553600,1575158400,Lauren Ayala
Building,Rennovation,077 Laura Station,0.78 acres,Bray Ltd,6147 Amanda Center Pines,1574553600,1576108800,Brian Ochoa
Maintenance,Mechanical,877 Smith Place,0.67 acres,Lucero-Rich,6977 Ward Glens Dale,1574640000,1575158400,Lauren Ayala
Building,Rennovation,2647 Everett Green,1.06 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1574640000,1576800000,Stephanie White
Building,New Construction,82015 Cole Ramp Suite 088,2.02 acres,Reese Ltd,2506 Johnson Garden Run,1574640000,1575676800,Edward Woods
Maintenance,Mechanical,5089 Marshall Avenue Suite 946,1.36 acres,Roth-Garcia,5547 Schroeder Glens Courts,1574640000,1575504000,Edward Woods
Maintenance,Mechanical,2025 Caleb Club,1.43 acres,Mercado and Sons,8410 Katie Heights Flats,1574726400,1575331200,Brian Ochoa
Maintenance,Electrical,0162 Gilmore Path Apt. 960,2.42 acres,Lawson Group,5562 Deleon Isle Expressway,1574726400,1575590400,Brian Ochoa
Maintenance,Mechanical,958 Barnes Dam Suite 738,0.77 acres,Bray Ltd,6147 Amanda Center Pines,1574726400,1575158400,Brian Ochoa
Maintenance,Plumbing,403 Marks Common,0.99 acres,Mercado and Sons,8410 Katie Heights Flats,1574726400,1575676800,Stephanie White
Building,New Construction,035 Moreno Radial,0.71 acres,Lucero-Rich,6977 Ward Glens Dale,1574812800,1575331200,Edward Woods
Maintenance,Plumbing,5988 Nancy Corners,1.85 acres,Quinn Inc,7398 Young Meadow Falls,1574812800,1575504000,Edward Woods
Building,New Construction,24850 Bennett Bypass Suite 985,0.99 acres,Blair-Williams,2618 Marshall Summit Passage,1574812800,1575417600,Lauren Ayala
Building,New Construction,718 Mark Club,0.98 acres,Mercado and Sons,8410 Katie Heights Flats,1574812800,1575331200,Brian Ochoa
Maintenance,Mechanical,704 Kevin Hills,0.61 acres,Roth-Garcia,5547 Schroeder Glens Courts,1574812800,1575590400,Stephanie White
Maintenance,Mechanical,802 Davidson Crossroad,1.32 acres,Mercado and Sons,8410 Katie Heights Flats,1574812800,1575590400,Lauren Ayala
Maintenance,Mechanical,5816 Mark Heights,0.98 acres,Roth-Garcia,5547 Schroeder Glens Courts,1574899200,1575676800,Stephanie White
Building,Rennovation,7216 Love Views Suite 017,0.77 acres,Mercado and Sons,8410 Katie Heights Flats,1574899200,1576627200,Brian Ochoa
Maintenance,Mechanical,2238 Christina Islands,0.91 acres,Mercado and Sons,8410 Katie Heights Flats,1574985600,1575504000,Edward Woods
Building,Rennovation,9667 Latasha Cliff Apt. 021,1.54 acres,Mercado and Sons,8410 Katie Heights Flats,1574985600,1577145600,Stephanie White
Maintenance,Electrical,534 Dean Creek,1.38 acres,Reese Ltd,2506 Johnson Garden Run,1574985600,1575676800,Edward Woods
Maintenance,Electrical,9760 Thompson Crossing,1.26 acres,Lucero-Rich,6977 Ward Glens Dale,1574985600,1575763200,Edward Woods
Maintenance,Mechanical,572 Harper Glen,1.95 acres,Blair-Williams,2618 Marshall Summit Passage,1575072000,1575936000,Edward Woods
Building,New Construction,41763 Karen Locks Apt. 200,1.46 acres,Quinn Inc,7398 Young Meadow Falls,1575072000,1575849600,Brian Ochoa
Maintenance,Plumbing,882 Janet Plain Apt. 556,1.6 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575072000,1575849600,Lauren Ayala
Maintenance,Plumbing,23987 William Points,1.82 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575072000,1576022400,Stephanie White
Maintenance,Mechanical,2287 Golden Valleys,1.4 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575158400,1575763200,Brian Ochoa
Maintenance,Mechanical,42059 Jackson Estates,1.09 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575158400,1575936000,Edward Woods
Maintenance,Electrical,44518 Ellis Forges,0.68 acres,Blair-Williams,2618 Marshall Summit Passage,1575158400,1575763200,Brian Ochoa
Maintenance,Plumbing,34675 Smith Well,2.02 acres,Reese Ltd,2506 Johnson Garden Run,1575244800,1576108800,Edward Woods
Maintenance,Plumbing,252 Tara Cliff Suite 139,0.91 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575244800,1575936000,Edward Woods
Maintenance,Plumbing,8196 Kyle Mall Suite 379,1.25 acres,Bray Ltd,6147 Amanda Center Pines,1575331200,1576281600,Stephanie White
Maintenance,Electrical,40567 Nicole Shoals Apt. 343,0.59 acres,Mercado and Sons,8410 Katie Heights Flats,1575331200,1575849600,Edward Woods
Building,Rennovation,074 Yvonne Union,0.94 acres,Lucero-Rich,6977 Ward Glens Dale,1575417600,1577145600,Lauren Ayala
Maintenance,Mechanical,4428 Wilkinson Freeway,1.08 acres,Lucero-Rich,6977 Ward Glens Dale,1575417600,1576627200,Stephanie White
Building,Rennovation,4214 Glenn Mountains,1.01 acres,Lawson Group,5562 Deleon Isle Expressway,1575417600,1577145600,Brian Ochoa
Maintenance,Electrical,026 Robert Locks,1.74 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575504000,1576195200,Brian Ochoa
Maintenance,Plumbing,69024 Barbara Rest,0.87 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575504000,1576022400,Edward Woods
Maintenance,Electrical,49571 Kelsey Valleys,0.86 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575504000,1576281600,Stephanie White
Building,New Construction,68530 Wallace Skyway Suite 175,0.91 acres,Reese Ltd,2506 Johnson Garden Run,1575504000,1576108800,Edward Woods
Maintenance,Electrical,420 Misty Rue,1.19 acres,Lawson Group,5562 Deleon Isle Expressway,1575504000,1576540800,Stephanie White
Maintenance,Mechanical,1905 Hernandez Extension Apt. 949,1.35 acres,Quinn Inc,7398 Young Meadow Falls,1575504000,1576281600,Edward Woods
Building,New Construction,4159 Roy Parkway,1.11 acres,Lawson Group,5562 Deleon Isle Expressway,1575590400,1576454400,Stephanie White
Maintenance,Electrical,819 Ryan Summit,1.13 acres,Quinn Inc,7398 Young Meadow Falls,1575676800,1576368000,Edward Woods
Building,New Construction,070 James Prairie Suite 031,0.89 acres,Blair-Williams,2618 Marshall Summit Passage,1575676800,1576540800,Stephanie White
Building,New Construction,30174 Bennett Parks Apt. 582,0.91 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575676800,1576195200,Lauren Ayala
Maintenance,Plumbing,960 Jose Plaza Suite 901,2.14 acres,Quinn Inc,7398 Young Meadow Falls,1575676800,1576713600,Stephanie White
Building,New Construction,7532 Katie Square Apt. 629,0.83 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575763200,1576281600,Brian Ochoa
Maintenance,Mechanical,1963 Timothy Roads,2.21 acres,Blair-Williams,2618 Marshall Summit Passage,1575763200,1576627200,Brian Ochoa
Maintenance,Mechanical,1927 Amanda Underpass Apt. 883,0.77 acres,Mercado and Sons,8410 Katie Heights Flats,1575849600,1576454400,Lauren Ayala
Building,New Construction,8517 Roberto Spring Suite 186,1.48 acres,Lawson Group,5562 Deleon Isle Expressway,1575849600,1576540800,Lauren Ayala
Maintenance,Plumbing,713 Williams Island,1.19 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575849600,1576540800,Edward Woods
Maintenance,Mechanical,407 Diana Knolls Suite 664,1.48 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575849600,1576713600,Brian Ochoa
Building,New Construction,183 Mathew Run,1.29 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575849600,1576886400,Stephanie White
Building,Rennovation,3854 Hutchinson Prairie,1.11 acres,Reese Ltd,2506 Johnson Garden Run,1575849600,1578182400,Stephanie White
Maintenance,Electrical,626 Austin Branch,1.23 acres,Lawson Group,5562 Deleon Isle Expressway,1575849600,1576627200,Edward Woods
Maintenance,Plumbing,061 Smith Path Apt. 464,1.54 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1575849600,1576540800,Edward Woods
Maintenance,Plumbing,642 Craig Avenue Suite 126,1.56 acres,Roth-Garcia,5547 Schroeder Glens Courts,1575936000,1576713600,Lauren Ayala
Building,Rennovation,54001 Thomas Summit,1.2 acres,Lawson Group,5562 Deleon Isle Expressway,1575936000,1578182400,Edward Woods
Building,New Construction,7672 Amy Spur Apt. 855,1.03 acres,Bray Ltd,6147 Amanda Center Pines,1575936000,1576627200,Brian Ochoa
Building,New Construction,2293 Yang Village Apt. 198,0.84 acres,Lawson Group,5562 Deleon Isle Expressway,1575936000,1576713600,Stephanie White
Building,Rennovation,1046 Randall Ridge,0.51 acres,Lucero-Rich,6977 Ward Glens Dale,1576022400,1577577600,Lauren Ayala
Maintenance,Mechanical,0816 Bennett Ramp Suite 876,0.88 acres,Bray Ltd,6147 Amanda Center Pines,1576022400,1576886400,Stephanie White
Maintenance,Plumbing,9830 Gregory Mills,0.55 acres,Mercado and Sons,8410 Katie Heights Flats,1576108800,1576627200,Lauren Ayala
Building,New Construction,07909 Clark Village Suite 633,1.41 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576108800,1577145600,Stephanie White
Maintenance,Plumbing,86669 Sarah Vista,0.77 acres,Roth-Garcia,5547 Schroeder Glens Courts,1576195200,1576627200,Brian Ochoa
Building,Rennovation,21428 Felicia Centers Apt. 130,1.14 acres,Blair-Williams,2618 Marshall Summit Passage,1576195200,1578009600,Edward Woods
Building,New Construction,29539 Bryant Station,0.56 acres,Lawson Group,5562 Deleon Isle Expressway,1576195200,1576627200,Edward Woods
Building,New Construction,759 Johnston Unions,0.97 acres,Reese Ltd,2506 Johnson Garden Run,1576195200,1576886400,Lauren Ayala
Maintenance,Plumbing,101 Rodriguez Ville,2.37 acres,Lucero-Rich,6977 Ward Glens Dale,1576281600,1577059200,Edward Woods
Building,Rennovation,13266 Anthony Roads,0.68 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576368000,1578441600,Stephanie White
Building,Rennovation,473 Brown Square,0.92 acres,Blair-Williams,2618 Marshall Summit Passage,1576368000,1578355200,Lauren Ayala
Maintenance,Plumbing,0123 Huffman Island Suite 211,0.61 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576368000,1576886400,Lauren Ayala
Maintenance,Mechanical,1098 Timothy Stream Suite 265,0.47 acres,Mercado and Sons,8410 Katie Heights Flats,1576368000,1577059200,Lauren Ayala
Maintenance,Mechanical,2570 Tucker Tunnel Suite 534,0.9 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576454400,1577145600,Brian Ochoa
Maintenance,Mechanical,7687 Cook Lights,1.99 acres,Mercado and Sons,8410 Katie Heights Flats,1576454400,1577145600,Edward Woods
Maintenance,Mechanical,8785 Tina Estates Suite 929,1.29 acres,Mercado and Sons,8410 Katie Heights Flats,1576454400,1577059200,Brian Ochoa
Maintenance,Electrical,946 Cassidy Causeway,1.84 acres,Blair-Williams,2618 Marshall Summit Passage,1576454400,1577232000,Brian Ochoa
Maintenance,Electrical,03589 George Spurs,1.29 acres,Lawson Group,5562 Deleon Isle Expressway,1576540800,1577318400,Lauren Ayala
Building,New Construction,67349 Christina Islands Apt. 197,0.93 acres,Lawson Group,5562 Deleon Isle Expressway,1576627200,1576972800,Brian Ochoa
Maintenance,Mechanical,581 Yesenia Forest,1.15 acres,Lawson Group,5562 Deleon Isle Expressway,1576627200,1577664000,Stephanie White
Building,New Construction,9620 Glenn Fall Suite 390,0.87 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576627200,1577145600,Lauren Ayala
Building,Rennovation,833 Wendy Turnpike,0.44 acres,Lawson Group,5562 Deleon Isle Expressway,1576627200,1578355200,Lauren Ayala
Maintenance,Mechanical,2453 Lopez Parks,1.63 acres,Blair-Williams,2618 Marshall Summit Passage,1576627200,1577404800,Edward Woods
Building,Rennovation,071 Wilson Summit Apt. 921,1.05 acres,Lawson Group,5562 Deleon Isle Expressway,1576713600,1578528000,Brian Ochoa
Maintenance,Mechanical,1485 Michael Harbors,2.16 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576713600,1577664000,Edward Woods
Building,New Construction,00887 Stone Junction Apt. 669,1.04 acres,Bray Ltd,6147 Amanda Center Pines,1576713600,1577491200,Lauren Ayala
Building,Rennovation,151 Jones Divide,0.79 acres,Quinn Inc,7398 Young Meadow Falls,1576800000,1578787200,Brian Ochoa
Building,Rennovation,52957 Walker Dam Suite 797,0.9 acres,Bray Ltd,6147 Amanda Center Pines,1576886400,1578700800,Edward Woods
Maintenance,Plumbing,350 Evans Prairie,0.64 acres,Quinn Inc,7398 Young Meadow Falls,1576886400,1577577600,Stephanie White
Maintenance,Plumbing,72324 Hall Hill Suite 923,0.96 acres,Blair-Williams,2618 Marshall Summit Passage,1576886400,1577664000,Stephanie White
Building,New Construction,82714 Alvarado Mission Apt. 470,0.54 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1576886400,1577232000,Brian Ochoa
Building,New Construction,134 Jeff Pass Apt. 767,1.11 acres,Roth-Garcia,5547 Schroeder Glens Courts,1576972800,1577750400,Lauren Ayala
Maintenance,Electrical,828 Mike Oval,1.03 acres,Bray Ltd,6147 Amanda Center Pines,1577059200,1577750400,Lauren Ayala
Maintenance,Electrical,0573 Coffey Turnpike,0.88 acres,Lucero-Rich,6977 Ward Glens Dale,1577059200,1577923200,Stephanie White
Building,New Construction,6129 Li Squares,0.93 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1577059200,1577750400,Lauren Ayala
Building,Rennovation,0618 Jacob Hollow,1.11 acres,Mercado and Sons,8410 Katie Heights Flats,1577059200,1579132800,Lauren Ayala
Maintenance,Plumbing,11352 Erin Ports Suite 740,1.23 acres,Blair-Williams,2618 Marshall Summit Passage,1577059200,1578009600,Stephanie White
Building,New Construction,49290 Rodriguez Glens,0.66 acres,Bray Ltd,6147 Amanda Center Pines,1577145600,1577664000,Brian Ochoa
Maintenance,Plumbing,041 Martin Isle,0.86 acres,Lucero-Rich,6977 Ward Glens Dale,1577145600,1577577600,Lauren Ayala
Maintenance,Plumbing,782 Jeremiah Road Apt. 932,0.98 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1577145600,1577836800,Stephanie White
Maintenance,Electrical,890 Cynthia Plain,1.27 acres,Blair-Williams,2618 Marshall Summit Passage,1577232000,1578096000,Lauren Ayala
Maintenance,Mechanical,348 Hill Springs,0.61 acres,Blair-Williams,2618 Marshall Summit Passage,1577232000,1577923200,Lauren Ayala
Building,New Construction,3166 Jacob Extension,1.15 acres,Lawson Group,5562 Deleon Isle Expressway,1577318400,1578268800,Stephanie White
Maintenance,Electrical,51713 Michael Crossroad Apt. 037,1.32 acres,Lucero-Rich,6977 Ward Glens Dale,1577318400,1578096000,Lauren Ayala
Building,Rennovation,47953 Jeremiah Run Apt. 868,0.78 acres,Lucero-Rich,6977 Ward Glens Dale,1577318400,1579305600,Edward Woods
Building,New Construction,8864 Justin Summit,0.46 acres,Mercado and Sons,8410 Katie Heights Flats,1577404800,1578009600,Lauren Ayala
Maintenance,Plumbing,45666 Smith Isle,0.87 acres,Quinn Inc,7398 Young Meadow Falls,1577404800,1578096000,Edward Woods
Maintenance,Mechanical,707 Torres Light Apt. 031,1.11 acres,Bray Ltd,6147 Amanda Center Pines,1577404800,1578528000,Stephanie White
Building,New Construction,38324 Richard Rue Suite 111,0.71 acres,Mercado and Sons,8410 Katie Heights Flats,1577491200,1578355200,Stephanie White
Building,Rennovation,8495 Wanda Trail Suite 639,1.16 acres,Bray Ltd,6147 Amanda Center Pines,1577491200,1579305600,Edward Woods
Maintenance,Plumbing,2453 Madden Hills,0.91 acres,Reese Ltd,2506 Johnson Garden Run,1577491200,1578009600,Lauren Ayala
Maintenance,Electrical,66307 Harvey Gateway Suite 762,1.55 acres,Quinn Inc,7398 Young Meadow Falls,1577491200,1578268800,Lauren Ayala
Building,New Construction,957 Joseph Shores Apt. 806,0.96 acres,Bray Ltd,6147 Amanda Center Pines,1577577600,1578441600,Stephanie White
Building,New Construction,238 Hall Street Suite 381,0.96 acres,Reese Ltd,2506 Johnson Garden Run,1577664000,1578614400,Stephanie White
Maintenance,Mechanical,3592 Mary Forges,1.11 acres,Bray Ltd,6147 Amanda Center Pines,1577664000,1578528000,Brian Ochoa
Maintenance,Mechanical,71768 Rivera Flats,1.17 acres,Reese Ltd,2506 Johnson Garden Run,1577664000,1578528000,Edward Woods
Building,Rennovation,653 Marisa Place,0.63 acres,Mercado and Sons,8410 Katie Heights Flats,1577664000,1579996800,Stephanie White
Building,New Construction,0496 Burke Pine,1.36 acres,Quinn Inc,7398 Young Meadow Falls,1577750400,1578441600,Brian Ochoa
Building,New Construction,415 Brian Loaf,0.65 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1577750400,1578355200,Lauren Ayala
Building,Rennovation,9667 Wheeler Pine Apt. 166,1.03 acres,Bray Ltd,6147 Amanda Center Pines,1577750400,1579910400,Edward Woods
Maintenance,Plumbing,3322 Carter Meadow,2.1 acres,Quinn Inc,7398 Young Meadow Falls,1577750400,1578441600,Brian Ochoa
Maintenance,Mechanical,771 Ashley Tunnel,1.18 acres,Roth-Garcia,5547 Schroeder Glens Courts,1577750400,1578873600,Stephanie White
